concept_a,concept_b,Course_Code,course_name,source_syllabus,ai_suggested_label,confirmed_label,reason,embedding_similarity,order_delta,keyword_overlap
HDLC Protocol,IEEE 802.11 Wireless LAN,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.160, delta=1, kw=0.000",0.16,1,0.0
"Blockchain, UTXO and double spending problem",Common security threats in Blockchain,2166118,Blockchain Technology,SEM-V.pdf,1,,Adjacent same-course topics: delta=1 + sim=0.393,0.3931,1,0.1
RE in text search and replace,Application of Regular,2174111,Computational,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,Low sim=0.137 - no semantic relation,0.1369,1,0.0
Artificial variables,Fourier series of periodic,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,Low sim=-0.056 - no semantic relation,-0.0556,6,0.0
RE in text search and replace,Application of Regular,2484111,Computational,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,Low sim=0.137 - no semantic relation,0.1369,1,0.0
Open-source and Proprietary Operating System,Real-Time,2014113,Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.283, delta=3, kw=0.000",0.2827,3,0.0
Diagonalization of matrices,Kutta second Order method,2073111,Chemical Engineering Mathematics,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,Low sim=0.120 - no semantic relation,0.1198,3,0.0
Open-source and Proprietary Operating System,Mobile Operating System,2014113,Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,,sim=0.531>=0.45 + delta=4<=5,0.531,4,0.2857142857142857
"Introduction to the Relational Model, relational","Pitfalls in relational database designs, Concept",2114112,Database Management System,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,1,,sim=0.567>=0.45 + delta=5<=5,0.5666,5,0.1
"Integrity constraints: key constraints, Domain","Concurrent Executions, Serializability",2174112,Database Management System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.347, delta=3, kw=0.000",0.3471,3,0.0
Standard and Canonical of LPP,Linear congruence,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.169, delta=6, kw=0.000",0.1686,6,0.0
Fluidization: conditions for fluidization,"Conveying, of solids: Belt conveyer, bucket",2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.226, delta=5, kw=0.000",0.2264,5,0.0
Common security threats in Blockchain,"Case study: AI for transaction validation, fraud",2166118,Blockchain Technology,SEM-V.pdf,0,,"No prereq signal: sim=0.279, delta=5, kw=0.000",0.2791,5,0.0
Structure of a switch,Link Layer Addressing,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.266, delta=11, kw=0.000",0.2657,11,0.0
Grizzlies and Trommels,"Hammer mill, Ball mill and Roll crusher",2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.173, delta=3, kw=0.125",0.1728,3,0.125
Cayley-Hamilton,Linear congruence,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.214, delta=11, kw=0.000",0.2145,11,0.0
Pumping lemma for RLs,Languages in Compiler Design,2494111,Computational,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.258, delta=3, kw=0.000",0.258,3,0.0
"Testing: Functionality Testing, UI Testing",Assessment. Study of various Open,2165113,Agile Software Development & DevOps,SEM-V.pdf,0,,"No prereq signal: sim=0.241, delta=9, kw=0.000",0.2412,9,0.0
Kuhn-Tucker conditions,Moment generating function,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,Low sim=0.026 - no semantic relation,0.0264,9,0.0
Simplex method,Application of congruence-RSA algorithm,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.155, delta=5, kw=0.000",0.155,5,0.0
Linear and Non-Linear Programming Problems,Application of congruence-RSA algorithm,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,Low sim=0.041 - no semantic relation,0.0412,9,0.0
Flow of a single fluid through a packed bed,Storage of solids: Properties of particulate,2074112,Solid Fluid Mechanical Operations,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.196, delta=6, kw=0.083",0.1955,6,0.08333333333333333
Relationship (EER) Model,"Cloud Database, Introduction of Distributed",2114112,Database Management System,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,Low sim=0.121 - no semantic relation,0.1208,9,0.0
Application of congruence-RSA algorithm,Fourier series of periodic,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.162, delta=2, kw=0.125",0.1624,2,0.125
Structure of a switch,CRC code,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.078 - no semantic relation,0.0783,4,0.0
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Linear and Non-Linear Programming Problems,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.202, delta=3, kw=0.143",0.2021,3,0.14285714285714285
Regular operations,Decision properties of RLs,2494111,Computational,6.54-N-B.E-Computer-Science-EngineeringSem-III-IV.pdf,0,,"No prereq signal: sim=0.194, delta=2, kw=0.000",0.1942,2,0.0
Kuhn-Tucker conditions,Dirichlet’s conditions,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,"No prereq signal: sim=0.417, delta=4, kw=0.200",0.4166,4,0.2
Common security threats in Blockchain,Models on Blockchain: decentralized AI,2166118,Blockchain Technology,SEM-V.pdf,0,,"No prereq signal: sim=0.440, delta=4, kw=0.111",0.4405,4,0.1111111111111111
Quadratic forms,Introduction to Congruence,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.217, delta=8, kw=0.000",0.2168,8,0.0
Artificial variables,Lines of regression,2173111,Mathematics for Computer Engineering,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.342, delta=9, kw=0.000",0.3424,9,0.0
Flow Control: Stop-and-Wait Flow Control,Link Layer Addressing,2344113,Computer Network & Network Design,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,0,,Low sim=0.134 - no semantic relation,0.1342,6,0.0
Basic and Feasible solutions,Application of congruence-RSA algorithm,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.154, delta=6, kw=0.000",0.1536,6,0.0
Quadratic forms,Fourier series of even and odd functions,2483111,Mathematics for Computer Engineering,6.41N-A-I-AI-DS-Sem-III-IV.pdf,0,,Low sim=0.047 - no semantic relation,0.0468,13,0.0
Standard and Canonical of LPP,Artificial variables,2013111,Mathematics for Computer Engineering,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.160, delta=3, kw=0.000",0.1601,3,0.0
Fundamentals of Distributed Operating System,Network Operating System,2174113,Operating System,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,,High sim=0.647 + delta=1,0.647,1,0.3333333333333333
Quadratic forms,Introduction to Congruence,2023111,Mathematics for Computer Engineering,6.21-N-B.E.-AI-ML-sem-III-IV.pdf,0,,"No prereq signal: sim=0.217, delta=8, kw=0.000",0.2168,8,0.0
Quadratic forms,Basic and Feasible solutions,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.226, delta=4, kw=0.000",0.226,4,0.0
Eulers method,Shift operator E,2073111,Chemical Engineering Mathematics,6.40-N-Chemical-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.212, delta=6, kw=0.000",0.2119,6,0.0
Applications of Swarm Intelligence in Machine,Inspired and Multi,2166111,Machine Learning and Swarm,SEM-V.pdf,0,,"No prereq signal: sim=0.211, delta=4, kw=0.000",0.2106,4,0.0
Linear Algebra (Theory of Matrices) verification and reduction of higher degree polynomials,Linear congruence,2113111,Mathematics for Computer Engineering,6.24-N-B.E.-Computer-Engineering-Sem-III-IV.pdf,0,,"No prereq signal: sim=0.284, delta=11, kw=0.083",0.2843,11,0.08333333333333333
