concept_a,concept_b,source_syllabus,order_delta,ai_suggested_label,reason,embedding_similarity,keyword_overlap
Dirichlet’s conditions,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,5,0,Insufficient signal,-0.0091,0.0
Dirichlet’s conditions,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,6,0,Insufficient signal,0.1015,0.0
Fourier series of periodic,Fourier series of even and odd functions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,1,High sim=0.702 + delta=1,0.7024,0.375
Fourier series of periodic,Complex form of Fourier Series,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,1,High sim=0.734 + delta=2,0.7343,0.5
Fourier series of periodic,Lines of regression,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,0,Insufficient signal,-0.0031,0.1667
Fourier series of periodic,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,4,0,Insufficient signal,0.1743,0.0
Fourier series of periodic,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,5,0,Insufficient signal,-0.0189,0.0
Fourier series of even and odd functions,Complex form of Fourier Series,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,1,High sim=0.631 + delta=1,0.6314,0.3333
Fourier series of even and odd functions,Lines of regression,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,0,Insufficient signal,-0.005,0.1111
Fourier series of even and odd functions,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,0,Insufficient signal,0.1755,0.0
Fourier series of even and odd functions,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,4,0,Insufficient signal,0.0454,0.0
Complex form of Fourier Series,Lines of regression,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,0,Insufficient signal,0.0088,0.1429
Complex form of Fourier Series,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,0,Insufficient signal,0.2589,0.0
Complex form of Fourier Series,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,0,Insufficient signal,0.0211,0.0
Lines of regression,Moment generating function,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,0,Insufficient signal,0.0172,0.0
Lines of regression,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,0,Insufficient signal,0.0828,0.0
Moment generating function,Raw moments,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.410,0.4099,0.0
Regular operations,Arden's theorem,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,0,Insufficient signal,0.2053,0.0
Regular operations,Decision properties of RLs,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,0,Insufficient signal,0.1942,0.0
Regular operations,Pumping lemma,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,0,Insufficient signal,0.1283,0.0
Regular operations,RE in text search and replace,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,4,0,Insufficient signal,0.178,0.0
Regular operations,Application of Regular,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,5,1,High sim=0.687 + delta=5,0.6872,0.25
Regular operations,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,6,0,Insufficient signal,0.2045,0.0
Regular operations,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,7,0,Insufficient signal,0.2046,0.0
Regular operations,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,8,0,Insufficient signal,0.0974,0.0
Regular operations,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,9,0,Insufficient signal,0.2333,0.0
Arden's theorem,Decision properties of RLs,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,0,Insufficient signal,0.0956,0.0
Arden's theorem,Pumping lemma,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.311,0.3108,0.0
Arden's theorem,RE in text search and replace,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,0,Insufficient signal,0.0297,0.0
Arden's theorem,Application of Regular,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,4,0,Insufficient signal,0.2475,0.0
Arden's theorem,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,5,0,Insufficient signal,0.0519,0.0
Arden's theorem,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,6,0,Insufficient signal,0.074,0.0
Arden's theorem,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,7,0,Insufficient signal,0.1255,0.0
Arden's theorem,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,8,0,Insufficient signal,0.0896,0.0
Decision properties of RLs,Pumping lemma,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,0,Insufficient signal,0.0197,0.0
Decision properties of RLs,RE in text search and replace,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,0,Insufficient signal,0.032,0.0
Decision properties of RLs,Application of Regular,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,0,Insufficient signal,0.1588,0.1667
Decision properties of RLs,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,4,0,Insufficient signal,0.1739,0.0
Decision properties of RLs,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,5,0,Insufficient signal,0.2488,0.0
Decision properties of RLs,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,6,0,Insufficient signal,0.1531,0.0
Decision properties of RLs,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,7,0,Insufficient signal,0.1913,0.1667
Pumping lemma,RE in text search and replace,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,0,Insufficient signal,0.1683,0.0
Pumping lemma,Application of Regular,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,0,Insufficient signal,0.2143,0.0
Pumping lemma,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,0,Insufficient signal,0.2239,0.0
Pumping lemma,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,4,0,Insufficient signal,0.1155,0.0
Pumping lemma,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,5,0,Insufficient signal,0.1623,0.0
Pumping lemma,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,6,0,Insufficient signal,0.1527,0.0
RE in text search and replace,Application of Regular,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,0,Insufficient signal,0.1369,0.0
RE in text search and replace,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,0,Insufficient signal,0.0087,0.1111
RE in text search and replace,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,0,Insufficient signal,0.0547,0.0
RE in text search and replace,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,4,0,Insufficient signal,0.0344,0.0833
RE in text search and replace,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,5,0,Insufficient signal,0.056,0.0
Application of Regular,Languages in Compiler Design,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,0,Insufficient signal,0.127,0.0
Application of Regular,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,0,Insufficient signal,0.2048,0.0
Application of Regular,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,0,Insufficient signal,0.1411,0.0
Application of Regular,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,4,0,Insufficient signal,0.289,0.2
Languages in Compiler Design,Nondeterministic Finite Automata (NFA): Definitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,0,Insufficient signal,0.2147,0.0
Languages in Compiler Design,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,0,Insufficient signal,0.1073,0.0
Languages in Compiler Design,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,0,Insufficient signal,0.146,0.0
Nondeterministic Finite Automata (NFA): Definitions,Equivalence between NFA with and ϵ- transitions,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,1,sim=0.590>=0.55 + delta=1<=5,0.5904,0.0909
Nondeterministic Finite Automata (NFA): Definitions,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.516,0.5158,0.0
Equivalence between NFA with and ϵ- transitions,Minimization of DFA,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.419,0.4193,0.0
Special-purpose,Open-source and Proprietary Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,0,Insufficient signal,0.1526,0.0
Special-purpose,Fundamentals of Distributed Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,0,Insufficient signal,0.1752,0.0
Special-purpose,Network Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,0,Insufficient signal,0.1191,0.0
Special-purpose,Real-Time,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,4,0,Insufficient signal,0.2769,0.0
Special-purpose,Mobile Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,5,0,Insufficient signal,0.1539,0.0
Special-purpose,Special-purpose Operating Systems,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,6,1,Lexical containment + delta=6,0.5603,0.5
Open-source and Proprietary Operating System,Fundamentals of Distributed Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,1,sim=0.565>=0.55 + delta=1<=5,0.5654,0.2222
Open-source and Proprietary Operating System,Network Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,1,sim=0.551>=0.55 + delta=2<=5,0.5509,0.2857
Open-source and Proprietary Operating System,Real-Time,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,0,Insufficient signal,0.2827,0.0
Open-source and Proprietary Operating System,Mobile Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,4,0,Insufficient signal,0.531,0.2857
Open-source and Proprietary Operating System,Special-purpose Operating Systems,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,5,1,High sim=0.681 + delta=5,0.6814,0.1111
Fundamentals of Distributed Operating System,Network Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,1,High sim=0.647 + delta=1,0.647,0.3333
Fundamentals of Distributed Operating System,Real-Time,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,0,Insufficient signal,0.2594,0.0
Fundamentals of Distributed Operating System,Mobile Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,1,sim=0.551>=0.55 + delta=3<=5,0.5512,0.3333
Fundamentals of Distributed Operating System,Special-purpose Operating Systems,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,4,1,High sim=0.674 + delta=4,0.6744,0.125
Network Operating System,Real-Time,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,0,Insufficient signal,0.2475,0.0
Network Operating System,Mobile Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,1,High sim=0.621 + delta=2,0.6214,0.5
Network Operating System,Special-purpose Operating Systems,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,3,1,High sim=0.608 + delta=3,0.6075,0.1667
Real-Time,Mobile Operating System,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,0,Insufficient signal,0.2806,0.0
Real-Time,Special-purpose Operating Systems,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.304,0.3042,0.0
Mobile Operating System,Special-purpose Operating Systems,6.20N-B.E.-AI-DS.-Sem-III-IV.pdf,1,1,sim=0.592>=0.55 + delta=1<=5,0.5923,0.1667
"Testing: Functionality Testing, UI Testing",Testing: Principles of Agile Testers,SEM-V.pdf,1,1,sim=0.556>=0.55 + delta=1<=5,0.5561,0.1429
"Testing: Functionality Testing, UI Testing","Automation, Test Automation Pyramid. Case",SEM-V.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.481,0.4809,0.0
"Testing: Functionality Testing, UI Testing",Study – Selenium/ Jira,SEM-V.pdf,3,0,Insufficient signal,0.2311,0.0
"Testing: Functionality Testing, UI Testing","Postman, and JMeter",SEM-V.pdf,4,0,Insufficient signal,0.2123,0.0
"Testing: Functionality Testing, UI Testing","DevOps: Introduction, DevOps - Importance",SEM-V.pdf,5,0,Insufficient signal,0.2233,0.0
"Testing: Functionality Testing, UI Testing",C’s of DevOps Lifecycle for Business,SEM-V.pdf,6,0,Insufficient signal,0.1888,0.0
"Testing: Functionality Testing, UI Testing","Agility, DevOps and Continuous Testing",SEM-V.pdf,7,0,Insufficient signal,0.3721,0.1429
"Testing: Functionality Testing, UI Testing",Choosing the right DevOps tools and challenges,SEM-V.pdf,8,0,Insufficient signal,0.2951,0.0
"Testing: Functionality Testing, UI Testing",Assessment. Study of various Open,SEM-V.pdf,9,0,Insufficient signal,0.2412,0.0
"Testing: Functionality Testing, UI Testing",Source Tools in DevOps,SEM-V.pdf,10,0,Insufficient signal,0.1977,0.0
Testing: Principles of Agile Testers,"Automation, Test Automation Pyramid. Case",SEM-V.pdf,1,1,Foundational kw in A + sim=0.410 + delta=1,0.4104,0.0
Testing: Principles of Agile Testers,Study – Selenium/ Jira,SEM-V.pdf,2,0,Insufficient signal,0.1561,0.0
Testing: Principles of Agile Testers,"Postman, and JMeter",SEM-V.pdf,3,0,Insufficient signal,0.1462,0.0
Testing: Principles of Agile Testers,"DevOps: Introduction, DevOps - Importance",SEM-V.pdf,4,0,Insufficient signal,0.3125,0.0
Testing: Principles of Agile Testers,C’s of DevOps Lifecycle for Business,SEM-V.pdf,5,0,Insufficient signal,0.2559,0.0909
Testing: Principles of Agile Testers,"Agility, DevOps and Continuous Testing",SEM-V.pdf,6,1,Foundational kw in A + sim=0.555 + delta=6,0.5555,0.1111
Testing: Principles of Agile Testers,Choosing the right DevOps tools and challenges,SEM-V.pdf,7,0,Insufficient signal,0.3265,0.0
Testing: Principles of Agile Testers,Assessment. Study of various Open,SEM-V.pdf,8,0,Insufficient signal,0.2224,0.1111
Testing: Principles of Agile Testers,Source Tools in DevOps,SEM-V.pdf,9,0,Insufficient signal,0.2008,0.0
"Automation, Test Automation Pyramid. Case",Study – Selenium/ Jira,SEM-V.pdf,1,0,Insufficient signal,0.2309,0.0
"Automation, Test Automation Pyramid. Case","Postman, and JMeter",SEM-V.pdf,2,0,Insufficient signal,0.209,0.0
"Automation, Test Automation Pyramid. Case","DevOps: Introduction, DevOps - Importance",SEM-V.pdf,3,0,Insufficient signal,0.3015,0.0
"Automation, Test Automation Pyramid. Case",C’s of DevOps Lifecycle for Business,SEM-V.pdf,4,0,Insufficient signal,0.2831,0.0
"Automation, Test Automation Pyramid. Case","Agility, DevOps and Continuous Testing",SEM-V.pdf,5,0,Insufficient signal,0.388,0.0
"Automation, Test Automation Pyramid. Case",Choosing the right DevOps tools and challenges,SEM-V.pdf,6,0,Insufficient signal,0.2963,0.0
"Automation, Test Automation Pyramid. Case",Assessment. Study of various Open,SEM-V.pdf,7,0,Insufficient signal,0.157,0.0
"Automation, Test Automation Pyramid. Case",Source Tools in DevOps,SEM-V.pdf,8,0,Insufficient signal,0.2506,0.0
Study – Selenium/ Jira,"Postman, and JMeter",SEM-V.pdf,1,0,Insufficient signal,0.2072,0.0
Study – Selenium/ Jira,"DevOps: Introduction, DevOps - Importance",SEM-V.pdf,2,0,Insufficient signal,0.0929,0.0
Study – Selenium/ Jira,C’s of DevOps Lifecycle for Business,SEM-V.pdf,3,0,Insufficient signal,0.0636,0.0
Study – Selenium/ Jira,"Agility, DevOps and Continuous Testing",SEM-V.pdf,4,0,Insufficient signal,0.1944,0.0
Study – Selenium/ Jira,Choosing the right DevOps tools and challenges,SEM-V.pdf,5,0,Insufficient signal,0.1434,0.0
Study – Selenium/ Jira,Assessment. Study of various Open,SEM-V.pdf,6,0,Insufficient signal,0.2642,0.1429
Study – Selenium/ Jira,Source Tools in DevOps,SEM-V.pdf,7,0,Insufficient signal,0.1566,0.0
"Postman, and JMeter","DevOps: Introduction, DevOps - Importance",SEM-V.pdf,1,0,Insufficient signal,0.0938,0.0
"Postman, and JMeter",C’s of DevOps Lifecycle for Business,SEM-V.pdf,2,0,Insufficient signal,0.0141,0.0
"Postman, and JMeter","Agility, DevOps and Continuous Testing",SEM-V.pdf,3,0,Insufficient signal,0.1956,0.1429
"Postman, and JMeter",Choosing the right DevOps tools and challenges,SEM-V.pdf,4,0,Insufficient signal,0.1803,0.1111
"Postman, and JMeter",Assessment. Study of various Open,SEM-V.pdf,5,0,Insufficient signal,0.2123,0.0
"Postman, and JMeter",Source Tools in DevOps,SEM-V.pdf,6,0,Insufficient signal,0.126,0.0
"DevOps: Introduction, DevOps - Importance",C’s of DevOps Lifecycle for Business,SEM-V.pdf,1,1,High sim=0.744 + delta=1,0.7441,0.1111
"DevOps: Introduction, DevOps - Importance","Agility, DevOps and Continuous Testing",SEM-V.pdf,2,1,High sim=0.618 + delta=2,0.618,0.1429
"DevOps: Introduction, DevOps - Importance",Choosing the right DevOps tools and challenges,SEM-V.pdf,3,1,High sim=0.689 + delta=3,0.6887,0.1111
"DevOps: Introduction, DevOps - Importance",Assessment. Study of various Open,SEM-V.pdf,4,0,Insufficient signal,0.0704,0.0
"DevOps: Introduction, DevOps - Importance",Source Tools in DevOps,SEM-V.pdf,5,1,High sim=0.648 + delta=5,0.6476,0.1667
C’s of DevOps Lifecycle for Business,"Agility, DevOps and Continuous Testing",SEM-V.pdf,1,1,sim=0.575>=0.55 + delta=1<=5,0.5748,0.0909
C’s of DevOps Lifecycle for Business,Choosing the right DevOps tools and challenges,SEM-V.pdf,2,1,sim=0.580>=0.55 + delta=2<=5,0.58,0.0769
C’s of DevOps Lifecycle for Business,Assessment. Study of various Open,SEM-V.pdf,3,0,Insufficient signal,0.17,0.0909
C’s of DevOps Lifecycle for Business,Source Tools in DevOps,SEM-V.pdf,4,1,sim=0.571>=0.55 + delta=4<=5,0.5705,0.1
"Agility, DevOps and Continuous Testing",Choosing the right DevOps tools and challenges,SEM-V.pdf,1,1,High sim=0.619 + delta=1,0.619,0.2
"Agility, DevOps and Continuous Testing",Assessment. Study of various Open,SEM-V.pdf,2,0,Insufficient signal,0.1719,0.0
"Agility, DevOps and Continuous Testing",Source Tools in DevOps,SEM-V.pdf,3,0,Insufficient signal,0.5209,0.125
Choosing the right DevOps tools and challenges,Assessment. Study of various Open,SEM-V.pdf,1,0,Insufficient signal,0.1265,0.0
Choosing the right DevOps tools and challenges,Source Tools in DevOps,SEM-V.pdf,2,1,High sim=0.729 + delta=2,0.7288,0.2222
Assessment. Study of various Open,Source Tools in DevOps,SEM-V.pdf,1,0,Insufficient signal,0.1028,0.0
"Pre-Requisite Topics Basic Concepts: HTML5, CSS3; JavaScript, Client-Server paradigm, Front-end and Back-end development",React DevTools,SEM-V.pdf,1,0,Insufficient signal,0.0633,0.0
"Pre-Requisite Topics Basic Concepts: HTML5, CSS3; JavaScript, Client-Server paradigm, Front-end and Back-end development",Custom Hooks creation,SEM-V.pdf,2,0,Insufficient signal,0.0869,0.0
"Pre-Requisite Topics Basic Concepts: HTML5, CSS3; JavaScript, Client-Server paradigm, Front-end and Back-end development",Low-code/No-code development,SEM-V.pdf,3,0,Insufficient signal,0.2339,0.0526
React DevTools,Custom Hooks creation,SEM-V.pdf,1,0,Insufficient signal,0.0819,0.0
React DevTools,Low-code/No-code development,SEM-V.pdf,2,0,Insufficient signal,0.131,0.0
Custom Hooks creation,Low-code/No-code development,SEM-V.pdf,1,0,Insufficient signal,0.1549,0.0
Applications of Swarm Intelligence in Machine,"Optimization, Particle Swarm Optimizer , ABC",SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.542,0.5422,0.1
Applications of Swarm Intelligence in Machine,Algorithm  Bat Algorithm,SEM-V.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.501,0.5012,0.0
Applications of Swarm Intelligence in Machine,Learning : Quantum,SEM-V.pdf,3,0,Insufficient signal,0.1873,0.0
Applications of Swarm Intelligence in Machine,Inspired and Multi,SEM-V.pdf,4,0,Insufficient signal,0.2106,0.0
Applications of Swarm Intelligence in Machine,Objective Swarm Optimization,SEM-V.pdf,5,1,High sim=0.610 + delta=5,0.6101,0.125
"Optimization, Particle Swarm Optimizer , ABC",Algorithm  Bat Algorithm,SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.499,0.4988,0.0
"Optimization, Particle Swarm Optimizer , ABC",Learning : Quantum,SEM-V.pdf,2,0,Insufficient signal,0.1854,0.0
"Optimization, Particle Swarm Optimizer , ABC",Inspired and Multi,SEM-V.pdf,3,0,Insufficient signal,0.2124,0.0
"Optimization, Particle Swarm Optimizer , ABC",Objective Swarm Optimization,SEM-V.pdf,4,1,High sim=0.692 + delta=4,0.6924,0.3333
Algorithm  Bat Algorithm,Learning : Quantum,SEM-V.pdf,1,0,Insufficient signal,0.1264,0.0
Algorithm  Bat Algorithm,Inspired and Multi,SEM-V.pdf,2,0,Insufficient signal,0.1817,0.0
Learning : Quantum,Inspired and Multi,SEM-V.pdf,1,0,Insufficient signal,0.2228,0.0
Learning : Quantum,Objective Swarm Optimization,SEM-V.pdf,2,0,Insufficient signal,0.1402,0.0
Introduction to Data Analytics,Background and Overview of Data,SEM-V.pdf,1,1,Foundational kw in A + sim=0.490 + delta=1,0.4901,0.125
Introduction to Data Analytics,Analytics:  Key Roles for a Successful,SEM-V.pdf,2,1,Foundational kw in A + sim=0.472 + delta=2,0.4724,0.1111
Introduction to Data Analytics,Data Analytics life cycle,SEM-V.pdf,3,1,sim=0.581>=0.55 + delta=3<=5,0.5806,0.3333
Introduction to Data Analytics,Types of analytics,SEM-V.pdf,4,1,Foundational kw in A + sim=0.522 + delta=4,0.5219,0.1667
Introduction to Data Analytics,Roles in Industry,SEM-V.pdf,5,0,Insufficient signal,0.1268,0.0
Background and Overview of Data,Analytics:  Key Roles for a Successful,SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.341,0.3413,0.0
Background and Overview of Data,Data Analytics life cycle,SEM-V.pdf,2,1,Foundational kw in A + sim=0.401 + delta=2,0.4013,0.125
Background and Overview of Data,Types of analytics,SEM-V.pdf,3,1,Foundational kw in A + sim=0.426 + delta=3,0.4262,0.1429
Background and Overview of Data,Roles in Industry,SEM-V.pdf,4,0,Insufficient signal,0.1371,0.0
Analytics:  Key Roles for a Successful,Data Analytics life cycle,SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.465,0.4646,0.1111
Analytics:  Key Roles for a Successful,Types of analytics,SEM-V.pdf,2,1,High sim=0.607 + delta=2,0.6069,0.125
Analytics:  Key Roles for a Successful,Roles in Industry,SEM-V.pdf,3,1,sim=0.553>=0.55 + delta=3<=5,0.5535,0.125
Data Analytics life cycle,Types of analytics,SEM-V.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.518,0.5176,0.1667
Data Analytics life cycle,Roles in Industry,SEM-V.pdf,2,0,Insufficient signal,0.1134,0.0
